GEOID,NAME,STATE_ami,FIP_ami,AMI150,TEN-YBL6_ami,TEN-BLD_ami,TEN-HFL_ami,UNITS_ami,FREQUENCY_ami,HINCP*UNITS_ami,ELEP*UNITS_ami,GASP*UNITS_ami,FULP*UNITS_ami,HINCP UNITS_ami,ELEP UNITS_ami,GASP UNITS_ami,FULP UNITS_ami,TEN_ami,WHITE ALONE HISPANIC OR LATINO_ami,WHITE ALONE NOT HISPANIC OR LATINO_ami,BLACK OR AFRICAN AMERICAN ALONE_ami,AMERICAN INDIAN AND ALASKA NATIVE ALONE_ami,ASIAN ALONE_ami,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE_ami,SOME OTHER RACE ALONE_ami,TWO OR MORE RACES_ami,LESS THAN HIGH SCHOOL_ami,HIGH SCHOOL_ami,ASSOCIATES OR SOME COLLEGE_ami,BACHELORS OR HIGHER_ami,STATE_fpl,FIP_fpl,FPL150,TEN-YBL6_fpl,TEN-BLD_fpl,TEN-HFL_fpl,UNITS_fpl,FREQUENCY_fpl,HINCP*UNITS_fpl,ELEP*UNITS_fpl,GASP*UNITS_fpl,FULP*UNITS_fpl,HINCP UNITS_fpl,ELEP UNITS_fpl,GASP UNITS_fpl,FULP UNITS_fpl,TEN_fpl,WHITE ALONE HISPANIC OR LATINO_fpl,WHITE ALONE NOT HISPANIC OR LATINO_fpl,BLACK OR AFRICAN AMERICAN ALONE_fpl,AMERICAN INDIAN AND ALASKA NATIVE ALONE_fpl,ASIAN ALONE_fpl,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE_fpl,SOME OTHER RACE ALONE_fpl,TWO OR MORE RACES_fpl,LESS THAN HIGH SCHOOL_fpl,HIGH SCHOOL_fpl,ASSOCIATES OR SOME COLLEGE_fpl,BACHELORS OR HIGHER_fpl,estimated_housing,estimated_pop,poverty_indicator,tract_area,building_density,energy_burden_index,energy_burden_category
37119003701,"Census Tract 37.01, Mecklenburg County, North Carolina",37,37119003701,0-30%,RENTER 1940-59,RENTER 10-19 UNIT,RENTER ELECTRICITY,0.8745,0,0,0,0,0,0,0,0,0,REN,0,0,0,0,0,0,0,0,0,0,0,0,37,37119003701,0-100%,RENTER 1940-59,RENTER 10-19 UNIT,RENTER ELECTRICITY,0.8745,0,0,0,0,0,0,0,0,0,REN,0,0,0,0,0,0,0,0,0,0,0,0,1600,4000,100,0.6147732469090521,2602.585600535574,2.20665883489628,Very High
37119004700,"Census Tract 47, Mecklenburg County, North Carolina",37,37119004700,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,1.3248825000000002,4.325,23787.041133944647,1686.1536961059985,1165.878579950775,7.070670983483485e-11,1.3248825000000002,1.3248825000000002,1.3248825000000002,1.3248825000000002,OWN,0.02120863611035529,0.5516244519336836,0.00947812168638677,0,0.855896208416061,0,0.18792078403874005,0,0.0441327868268053,0.02267577938743994,0.02491704005311042,0,37,37119004700,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.9459837,3.599,16605.03631885797,1237.9110885410073,771.8116199274507,5.0216763438438445e-11,0.9459837,0.9459837,0.9459837,0.9459837,OWN,0.02109983945447246,0.5516244519336836,0.00801994911925034,0,0.5666032899714325,0,0.1253675905349246,0,0.02921590487934511,0.02267577938743994,0.02474425093889001,0,1600,4000,100,1.113504851329431,1436.9043817723243,0.8622725773447166,High
37119006109,"Census Tract 61.09, Mecklenburg County, North Carolina",37,37119006109,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,1.4313185,7.805,16719.411891435117,2299.575345800358,80.951829198431,9.714063858336358e-11,1.4313185,1.4313185,1.4313185,1.4313185,OWN,0,0.04328561852014986,2.706223398986049,0,0.04120990879487452,0,0.05997587273902819,0,0.01975033829546683,0.3853983539906985,0.00915520766756561,0.19884407467384335,37,37119006109,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,1.2524715,5.599,13442.79522081188,2124.097478526015,46.0619560098873,8.62157138085888e-11,1.2524715,1.2524715,1.2524715,1.2524715,OWN,0,0.04328561852014986,2.5524765972665615,0,0.02728095962220693,0,0.04089268320270131,0,0.01307472395159904,0.3853983539906985,0.00286593115373973,0.15205889094817818,1600,4000,100,5.705695258033879,280.4215661092532,-0.4715051137134964,Moderate
37119006308,"Census Tract 63.08, Mecklenburg County, North Carolina",37,37119006308,0-30%,OWNER 1960-79,OWNER 1 DETACHED,OWNER ELECTRICITY,0.007384,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,37,37119006308,0-100%,OWNER 1980-99,OWNER 1 DETACHED,OWNER UTILITY GAS,0.7027,1,23802.56454862,1250.9564428660735,903.3783044908032,3.9038888888888887e-11,0.7027,0.7027,0.7027,0.7027,OWN,0,0,0.15044904109154456,0,0,0,0,0,0,0,0.05582728026850638,0,1600,4000,100,3.433441406209439,466.00474879413173,-0.2574710567018044,Moderate
37119002500,"Census Tract 25, Mecklenburg County, North Carolina",37,37119002500,100-150%,OWNER 1940-59,OWNER 2 UNIT,OWNER BOTTLED GAS,2.0938543750000003,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,37,37119002500,100-150%,OWNER 1980-99,OWNER 1 DETACHED,OWNER ELECTRICITY,0.0332674333333333,2.7106666666666666,1552.3419751434355,62.84763306920816,15.27925906844682,2.621700308641975e-12,0.0332674333333333,0.0332674333333333,0.0332674333333333,0.0332674333333333,OWN,0,0.01072255236605829,0.01953879767784693,0,0.00395648815352772,0,0,0,0,0,0,0.01033058009207213,1600,4000,100,1.5399981621464343,1038.9622788704733,0.40332386492570405,Moderate
37119006112,"Census Tract 61.12, Mecklenburg County, North Carolina",37,37119006112,0-30%,OWNER 1960-79,OWNER 1 DETACHED,OWNER BOTTLED GAS,0.277472,0.52,5792.946097536,53.04797499358537,226.70365402095183,8.408242424242426e-12,0.277472,0.277472,0.277472,0.277472,OWN,0,0,0,0,0.27160340294591667,0,0,0,0.1834356551386704,0,0,0,37,37119006112,0-100%,OWNER 2000-19,OWNER 1 DETACHED,OWNER ELECTRICITY,0.0217935,0.881,647.0100649935001,36.022680051152946,20.51801720663863,2.7856999485331973e-13,0.0217935,0.0217935,0.0217935,0.0217935,OWN,0,0.02279503941236238,0,0,0,0,0,0,0,0,0.003337580404994,0.00501421092106085,1600,4000,100,3.6463302010399774,438.79734192576984,-0.2888495016048175,Moderate
37119002006,"Census Tract 20.06, Mecklenburg County, North Carolina",37,37119002006,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER BOTTLED GAS,1.216448,0.52,5012.4210665256005,246.91534534763952,969.0679382783858,805.0224,0.211848,0.211848,0.211848,0.211848,OWN,0,0.2585451850649683,0,0,0,0,0,0,0,0,0.04395926209471514,0,37,37119002006,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER BOTTLED GAS,1.0046,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,1600,4000,100,4.024841867069125,397.53114602862996,-0.3364420215601494,Moderate
37119005859,"Census Tract 58.59, Mecklenburg County, North Carolina",37,37119005859,0-30%,OWNER 1960-79,OWNER 1 ATTACHED,OWNER UTILITY GAS,0.037536,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,37,37119005859,0-100%,OWNER 1960-79,OWNER 1 DETACHED,OWNER UTILITY GAS,0.035486,1.954,652.4442655329983,35.728505134753256,41.61337636654074,2.907830464216634e-12,0.035486,0.035486,0.035486,0.035486,OWN,3.9291880237617e-4,0.06243749057158258,0,0,0,0,0.00110994268944716,0,0,2.304099752557e-4,0.00160222974016002,0.0073037771846088,1600,4000,100,1.8980285109540225,842.9799609257599,0.17729643072931775,Moderate
37119005915,"Census Tract 59.15, Mecklenburg County, North Carolina",37,37119005915,100-150%,OWNER 2000-19,OWNER 1 ATTACHED,OWNER BOTTLED GAS,0.984401,0.3625,1489.1257451250003,24.074118196125237,29.39490453448077,2.6752500000000007e-12,0.0267525,0.0267525,0.0267525,0.0267525,OWN,0,0.00720371121184423,0,0,0,0,0,0,0,0,0,0.01418803417846913,37,37119005915,150-200%,OWNER 2000-19,OWNER 1 ATTACHED,OWNER BOTTLED GAS,0.0317627999999999,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,1600,4000,100,1.0969765876639486,1458.5543738971294,0.8872416267041701,High
37119003105,"Census Tract 31.05, Mecklenburg County, North Carolina",37,37119003105,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,2.6627105,6.965,33883.04765044632,2526.2451065162504,155.62996920725152,1.0986610843151688e-10,2.6618265,2.6618265,2.6618265,2.6618265,OWN,0,1.873186673840706,0.21433524834980075,0,0,0,0,0,0.08804006315030753,0.3207379130624435,0.8756644496406623,0.04083230311129305,37,37119003105,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,1.8578118,3.872,23370.895711693986,1706.438463090573,50.32144273702471,7.705473917525769e-11,1.8578118,1.8578118,1.8578118,1.8578118,OWN,0,1.3070629138194585,0.14943964034613463,0,0,0,0,0,0.06321276534192082,0.2239960392193854,0.6283361649363801,0,1600,4000,100,3.4240056145989,467.2889533761555,-0.2559899768283642,Moderate
37119006115,"Census Tract 61.15, Mecklenburg County, North Carolina",37,37119006115,100-150%,OWNER 2000-19,OWNER 1 DETACHED,OWNER UTILITY GAS,8.073034375,15.388684088899586,526466.0357270648,9237.198679196536,8281.774221488658,3.03982330375123e-10,8.073034375,8.073034375,8.073034375,8.073034375,OWN,0,1.5213777569902254,19.514775348721173,0,9.214648633514154,0,0,1.260598175025579,0,0,0,8.067895320388558,37,37119006115,200-400%,OWNER 2000-19,OWNER 1 DETACHED,OWNER UTILITY GAS,6.46296304,22.177685507478365,394135.30631791695,8145.926830123866,6022.555026407064,3.1126498730323736e-10,6.46296304,6.46296304,6.46296304,6.46296304,OWN,1.3252638546765398,1.6504158401856586,13.104023861035987,0,9.77549901628633,0,1.7680969840062652,4.471889303958497,0,0,0,6.490060484536205,1600,4000,100,2.035474370777115,786.0575514832657,0.11164751765649336,Moderate
37119001911,"Census Tract 19.11, Mecklenburg County, North Carolina",37,37119001911,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,1.621297,4.53,20261.80001965218,1748.6913510552642,74.60170115643655,128.39785980008745,1.621297,1.621297,1.621297,1.621297,OWN,0,0.8722641348679339,0.3796264580648011,0,0,0,0,0.09986260783438992,0,0.7550039460703266,0.5320463526385031,0.13320507864083697,37,37119001911,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.6902598,1.718,3402.799660767999,689.5760382400953,3.7379847232424936e-10,92.18966333641376,0.6902598,0.6902598,0.6902598,0.6902598,OWN,0,0.2346900869461475,0,0,0,0,0,0,0,0,0.1154101827743996,0.13320507864083697,1600,4000,100,3.1460871541285442,508.5682378189535,-0.2083823617847433,Moderate
37119006208,"Census Tract 62.08, Mecklenburg County, North Carolina",37,37119006208,0-30%,OWNER 1980-99,OWNER 1 DETACHED,OWNER ELECTRICITY,1.116302,5.485,12660.071018618411,1117.416381154217,526.0306663010364,4.9016076511893903e-11,1.116302,1.116302,1.116302,1.116302,OWN,0,0.9882155841395904,0.00516975236599914,0,0.01328511668088501,0,0,0,0,0.01974451017144295,0.06849579121302536,0.11703609061833968,37,37119006208,0-100%,OWNER 1980-99,OWNER 1 DETACHED,OWNER ELECTRICITY,0.7578556,2.662,6281.553122929199,548.3823253162348,427.2337370969254,3.703373571428572e-11,0.7578556,0.7578556,0.7578556,0.7578556,OWN,0,0.8207271192719022,0,0,0,0,0,0,0,0.01969218865800643,0,0.0064049998240556,1600,4000,100,3.3710060995435893,474.6357475344316,-0.24751688062979496,Moderate
37119000103,"Census Tract 1.03, Mecklenburg County, North Carolina",37,37119000103,0-30%,OWNER BEFORE 1940,OWNER 20-49 UNIT,OWNER ELECTRICITY,3.6062,0.52,79014.9559537,2807.839469722552,2.054793992620192e-9,1.898e-10,3.6062,3.6062,3.6062,3.6062,OWN,0,3.5485974177954356,0,0,0,0,0,0,0,0,0,2.775462659647322,37,37119000103,100-150%,OWNER BEFORE 1940,OWNER 20-49 UNIT,OWNER ELECTRICITY,6.935,1,151951.8383725,5399.691287927984,3.951526908884985e-9,3.65e-10,6.935,6.935,6.935,6.935,OWN,0,6.824225803452762,0,0,0,0,0,0,0,0,0,5.337428191629467,1600,4000,100,0.1786259320049882,8957.266070165666,9.535545117859657,Very High
37119003500,"Census Tract 35, Mecklenburg County, North Carolina",37,37119003500,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,2.370336,1.92,42056.7000356736,2252.3581068553844,69.53681459079255,2.2049637209302317e-10,2.370336,2.370336,2.370336,2.370336,OWN,0,3.332313652412901,0,0,0,0,0,0.1627147440360812,0,0,0.3945245444087472,0,37,37119003500,0-100%,OWNER 1960-79,OWNER 1 ATTACHED,OWNER UTILITY GAS,0.0951,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,1600,4000,100,1.7319546328864546,923.811726715647,0.27052012975815276,Moderate
37119001910,"Census Tract 19.10, Mecklenburg County, North Carolina",37,37119001910,0-30%,OWNER 1940-59,OWNER 1 ATTACHED,OWNER UTILITY GAS,5.65e-4,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,37,37119001910,0-100%,OWNER 1940-59,OWNER 1 ATTACHED,OWNER UTILITY GAS,5.549999999999e-4,0,0,0,0,0,0,0,0,0,OWN,0,0,0,0,0,0,0,0,0,0,0,0,1600,4000,100,2.6500730105331765,603.7569507106111,-0.09860072043571445,Moderate
37119003008,"Census Tract 30.08, Mecklenburg County, North Carolina",37,37119003008,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.8024205,2,5220.0808290000105,1655.226135408333,1079.5501693798524,4.241250000000001e-11,0.7968,0.7968,0.7968,0.7968,OWN,0,0.5599522631524682,0,0,0,0,0,0,0,0.02101052823861067,0,0.11304333699320748,37,37119003008,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.649878,1.718,3748.01803522201,1523.0135349556233,1079.5501693797514,3.3229875000000003e-11,0.649878,0.649878,0.649878,0.649878,OWN,0,0.4803265310513386,0,0,0,0,0,0,0,0.01508555927532246,0,0.11304333699320748,1600,4000,100,5.138814922591567,311.35583283336086,-0.43582846181080204,Moderate
37119005932,"Census Tract 59.32, Mecklenburg County, North Carolina",37,37119005932,0-30%,OWNER 1980-99,OWNER 1 ATTACHED,OWNER ELECTRICITY,1.3079,1,18937.570115640003,1233.8267193120496,162.97515215443173,7.693529411764705e-11,1.3079,1.3079,1.3079,1.3079,OWN,0,0.3399149120748586,0,0,0,0,0,0,0,0,0.25885233553021425,0,37,37119005932,0-100%,OWNER 1980-99,OWNER 1 ATTACHED,OWNER ELECTRICITY,0.9390722,0.718,13597.17534302952,885.8875844660517,117.01615924688195,5.523954117647058e-11,0.9390722,0.9390722,0.9390722,0.9390722,OWN,0,0.2440589068697485,0,0,0,0,0,0,0,0,0.18585597691069383,0,1600,4000,100,2.5808034471393078,619.9619741571255,-0.0799113819835527,Moderate
37119003600,"Census Tract 36, Mecklenburg County, North Carolina",37,37119003600,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,58.56331,5.965,500343.1672875994,41946.1587510853,9908.141040779228,1.4775953954344624e-9,36.704498,36.704498,36.704498,36.704498,OWN,0,17.31522527640052,23.20391552678324,0,0,0,0,0,26.59029524467887,12.33335779686612,19.102688258836302,3.7371054519473823,37,37119003600,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,39.7126582,2.872,262016.8448508141,19105.00576468216,381.4112272277943,8.56711678350515e-10,20.7752582,20.7752582,20.7752582,20.7752582,OWN,0,9.839604781184804,13.052190726052196,0,0,0,0,0,19.09183198567943,7.008592981548205,13.648759164823684,0,1600,4000,100,2.904225282553665,550.9214486946174,-0.1595361817589241,Moderate
37119000503,"Census Tract 5.03, Mecklenburg County, North Carolina",37,37119000503,100-150%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,2.033882,7.140472972972972,194251.21823108388,2783.6609261278727,694.4032215204624,107.11120140969838,2.033882,2.033882,2.033882,2.033882,OWN,0,3.071705038894136,1.582797290206064,0,0,0,0,1.930610638362897,0,0,0.7614617665136614,1.2951968799977422,37,37119000503,200-400%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.00467392,0.1744,243.58391145600007,5.836711282182304,4.2831465103477936e-12,3.894933333333334e-13,0.00467392,0.00467392,0.00467392,0.00467392,OWN,0,0.00304184019801879,0,0,0,0,0,0,0,0,0,0.0027892278691834,1600,4000,100,0.4950460465855002,3232.0225785777716,2.932591799804571,Very High
37119005710,"Census Tract 57.10, Mecklenburg County, North Carolina",37,37119005710,0-30%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.8289,1,6220.59543288,996.1518073019432,2.848492386284388e-10,2.5903125e-11,0.8289,0.8289,0.8289,0.8289,OWN,0,0.4217192237405428,0,0,0,0,0,0,0.20537028386987968,0,0,0,37,37119005710,0-100%,OWNER 1940-59,OWNER 1 DETACHED,OWNER ELECTRICITY,0.8289,1,6220.59543288,996.1518073019432,2.848492386284388e-10,2.5903125e-11,0.8289,0.8289,0.8289,0.8289,OWN,0,0.42171922374054294,0,0,0,0,0,0,0.20537028386987968,0,0,0,1600,4000,100,2.8942857000003235,552.8134281974378,-0.15735415188470206,Moderate
37119005850,"Census Tract 58.50, Mecklenburg County, North Carolina",37,37119005850,100-150%,OWNER 1960-79,OWNER 1 DETACHED,OWNER ELECTRICITY,2.1294503125,10.675459064676566,227312.00235177428,2709.1420010921465,138.29530119682204,48.81810650582242,2.1294503125,2.1294503125,2.1294503125,2.1294503125,OWN,0.5005563779780813,6.227288129845172,0.05699672759049516,0,0,0,0,0.06504689742589725,0,0,0.27740197564758406,1.1970544235984792,37,37119005850,150-200%,OWNER 1960-79,OWNER 1 DETACHED,OWNER ELECTRICITY,0.03836704,0.8176,2701.60972372152,55.1576646527402,1.0168921756801439e-10,9.247237333333332e-12,0.03836704,0.03836704,0.03836704,0.03836704,OWN,0,0.09584300950206184,9.4700600425918e-4,0,0,0,0,6.1812922877985e-4,0,0,0,0.02624854310936364,1600,4000,100,3.8850035035335573,411.840040438764,-0.3199394986610071,Moderate
